datetime,text
"17:14 (IST), Mar 19","In Iran, every ten minutes one person dies from the coronavirus, 50 get infected: Health ministry spokesman"
"17:06 (IST), Mar 19",Students stranded in Singapore will be back in Mumbai today
"17:03 (IST), Mar 19","India reports fourth novel coronavirus death, patient was from Punjab, says Union health ministry. Meanwhile, the global tally has topped 9,000"
"16:59 (IST), Mar 19","In view of coronavirus, Indian Railways has decided to suspend concessional tickets for senior citizens from the midnight of March 20 till further notice. However, concessional tickets for patients, students and those in the Divyangjan category would continue."
"16:55 (IST), Mar 19","MEA on Indians stranded in IranDammu Ravi, AS & Coordinator [COVID-19], MEA: We have evacuated 590 people from Iran where the situation is very se… https://t.co/lcyN5jHo7z— ANI (@ANI) 1584616567000"
"16:50 (IST), Mar 19",No lockdown in India from 8pm this evening: Government sourcesBeware of these rumours doing the rounds on social media. Read more
"16:36 (IST), Mar 19",Things in control; they are recovering: MEA on Indian coronavirus patients in Iran
"16:35 (IST), Mar 19","Platform was not political, but humanitarian; they misused it: MEA on Pakistan raising Kashmir issue during SAARC video-conference on coronavirus"
"16:30 (IST), Mar 19","Crisis of this magnitude does not recognise borders. In this spirit, PM Modi called SAARC video-conference on coronavirus: MEA"
"16:29 (IST), Mar 19","Emergency SAARC fund proposed by PM Modi to combat coronavirus operationalised: MEA""We are moving fast on proposals announced during PM's video conferencing with SAARC leaders. The emergency fund is up and running. We've received many requests from other SAARC countries for masks, gloves etc. Quantum of assistance requested so far has crossed $1 million"""
"16:26 (IST), Mar 19","Iran announces 149 new coronavirus deaths, raising toll to 1,284: AFP"
"16:18 (IST), Mar 19","European Union's Brexit negotiator Michel Barnier says he has coronavirus, reports AFP"
"16:15 (IST), Mar 19","Further, the MEA is further strengthening the control room to respond to queries from specific nations: MEA"
"16:14 (IST), Mar 19",The MEA has set up a Covid control room with dedicated 24x7 helplines. Our officers are responding to the concerns raised by Indians all over the world: MEA
"16:14 (IST), Mar 19",PM Modi is monitoring all developments on a regular basis: MEA
"16:13 (IST), Mar 19",MEA briefs media on coronavirus
"16:11 (IST), Mar 19","One more person has been tested positive in Tamil Nadu, says health minister C Vijaya Baskar"
"15:59 (IST), Mar 19",Chhattisgarh CM Bhupesh Baghel: Section 144 has been imposed in Raipur and all other municipal corporation areas in the state to prohibit large gatherings
"15:46 (IST), Mar 19","Work from home, staggered working hours for central govt employeesThe Central government on Thursday allowed 50 per cent of its employees to work from home and the remaining to attend office every day besides implementing different time slots for working hours in its effort to further check the spread of the coronavirus disease. In the first week, heads of departments have been asked to include only staff who reside in close proximity to their office or use own transport to travel to office. It suggested that three groups of employees be formed and asked to attend office during three time slots - 9 AM to 5.30 PM, 9.30 AM to 6 PM and 10 AM to 6.30 PM."
"15:44 (IST), Mar 19","Punjab to suspend public transport from Friday midnightHotels, marriage palaces, outdoor and indoor dining and banquets will also remain closed. The government has allowed home delivery service and takeaways. Public dealing in government offices has been restricted. Read more"
"15:41 (IST), Mar 19",Read: Why masses on in Catholic churches? HC asks Maharashtra
"15:33 (IST), Mar 19","Markets plunge again as coronavirus cases continue to rise; Sensex tanks 581 points to close at 28,288; Nifty ends below 8,300"
"15:33 (IST), Mar 19",SpiceJet: We are forced to temporarily suspend majority of our international operations from March 21 till April 30. We will resume the suspended flights as soon as the situation normalises
"15:32 (IST), Mar 19",All hotels in Uttarakhand's Nainital will remain closed from March 21 to March 31: ANI
"15:30 (IST), Mar 19","All Holy Masses and other services in our parishes are to be suspended till March 31: Anil Couto, Archbishop of Delhi"
"15:16 (IST), Mar 19",Haryana orders closing down of Kisan Bazar
"15:16 (IST), Mar 19",Punjab government bans public transport in the state in view of the coronavirus threat
"14:56 (IST), Mar 19",Read: New visa restrictions after coronavirus outbreak
"14:50 (IST), Mar 19","Italy to extend lockdown measures over virus: ConteLockdown measures taken in Italy over the coronavirus pandemic will be extended beyond their original deadlines, Prime Minister Giuseppe Conte said on Thursday.
Imposed nationally on March 12, the shutdown of most businesses and a ban on public gatherings in Italy, the European country worst hit by the pandemic, are due to expire on March 25. School closures and other measures, such as a ban fan attendance at sporting events, are due to run on until April 3."
"14:42 (IST), Mar 19","Sports Ministry advises all federations to suspend competitions till mid-April, reports ANIIn the wake of Covid-19, the Youth Affairs and Sports Ministry on Thursday advised ""all sports organisations and their affiliate units"" to suspend all the events, competitions or selection trials until April 15. However, the Tokyo-bound athletes are allowed to get trained within the campus and can continue their preparations."
"14:34 (IST), Mar 19",78 quarantined in Srinagar after arrival from Leh
"14:34 (IST), Mar 19","Odisha churches suspend all activities till March 31Churches in Odisha have decided to temporarily suspend all activities as a precautionary measure to prevent the spread of novel coronavirus outbreak.

The Odia Baptist Church in Cuttack, one of the largest in the state, and the Church of Christ in Bhubaneswar on Wednesday decided to put all activities, including Sunday mass, on hold till March 31.

The Odia Baptist Church (CNI) in Berhampur and Baptist churches in Khurda and Jatni also took similar decisions."
"14:25 (IST), Mar 19","Sebi gives 45-day relaxation to companies for filing Q4 results amid Covid-19 concernsMarkets regulator Sebi on Thursday gave relaxation of 45 days to companies for filing fourth quarter financial results and one-month extension to file results for 2019-20.

Besides, relaxation of one month has been given for filing quarterly corporate governance report and three week each for shareholding patten and statement of investor complaint reports, the regulator said in a circular.
The decision has been taken in the wake of coronavirus pandemic, which has resulted in many restrictions, including free movement of people, thereby hampering businesses and day-to-day functioning of companies."
"14:21 (IST), Mar 19",PM should make statement in the House on covid-19: TMCTMC members in Lok Sabha demand that PM Narendra Modi should make statement in the House on efforts to combat coronavirus
"14:03 (IST), Mar 19","Government considers easier loan, tax rules to help economy endure virusIndia is considering offering easier loan repayment terms and tax breaks for small and medium-sized companies to help Asia’s third-largest economy weather the onslaught of the coronavirus, a person with knowledge of the matter said. Read more"
"14:01 (IST), Mar 19","Coronavirus: IndiGo CEO Ronojoy Dutta announces pay cut for all employees, will himself take 25 per cent cut in salary"
"13:59 (IST), Mar 19","Congress leader P Chidambaram calls for an immediate lockdown of all towns, cities for 2-4 weeks due to coronavirusIn a series of tweets, Chidambaram said since ICMR's random sample testing has revealed that there is no community transmission of coronavirus (Stage 3) so far, this is the moment to announce a temporary lockdown and contain the disease at Stage 2. Read more"
"13:46 (IST), Mar 19","Total number of positive cases 49 in Maharashtra: Rajesh Tope, State minister of Public Health and Family Welfare"
"13:46 (IST), Mar 19",Prime Minister Narendra Modi to address a VC with all CM's and health ministers tomorrow
"13:40 (IST), Mar 19","Maharashtra: Haji Ali Dargah in Mumbai to remain closed till further orders, in wake of coronavirus"
"13:30 (IST), Mar 19","Malaysia reports 110 new coronavirus cases, taking the total number of cases to 900"
"13:29 (IST), Mar 19",Russia reports first death from coronavirus
"13:24 (IST), Mar 19","All COVID-19 tests during PSL have come negative: PCBThe Pakistan Cricket Board (PCB) on Thursday claimed that all the 128 COVID-19 tests it conducted on the players, support staff, match officials, broadcasters and team owners involved in the PSL have come negative."
"13:17 (IST), Mar 19","Up to 20,000 UK military personnel to go on standby for coronavirusUp to 20,000 British military service personnel will be put on standby to help tackle the coronavirus outbreak, the defence ministry said on Thursday. The number represented a doubling of service personnel who are on standby"
"13:13 (IST), Mar 19","All schools in Delhi to be closed till March 31 for teaching, non-teaching staff, reports PTI"
"13:12 (IST), Mar 19","6 Passengers having been stamped as home quarantine on their back palm, as they came from Singapore, were found in today's 19015 Saurashtra Express leaving Mumbai Central at 8.20am.They were deboarded at Borivali station as they boarded this train from Mumbai Central for Vadodara. They were travelling in B-1/43,44 & 45 & in B-2/9, 11& 13."
"13:08 (IST), Mar 19",Read: Meet the Indian bat-man part of Canadian team of scientists that isolated Covid-19 virus
"12:43 (IST), Mar 19","Maharashtra: Mumbai's 'Dabbawalas' have suspended their services from 20th March till 31st March, in wake of coronavirus pandemic, reports ANI"
"12:39 (IST), Mar 19",People shouldn't step out of their homes: Uddhav Thackeray
"12:35 (IST), Mar 19","Maharashtra is the state of the warrior Shivaji Maharaj,  we should prove that we will fight against the virus and return victorious: Maha CM"
"12:34 (IST), Mar 19",We need them to be more effective and so the burden on them must be reduced: Uddhav
"12:33 (IST), Mar 19","""We are all together in this fight. We have to reduce the burden on health agencies,"" says Uddhav"
"12:31 (IST), Mar 19","We need more labs, have asked Modi to give permissions, says Uddhav"
"12:31 (IST), Mar 19","Spoke to PM Narendra Modi today, briefed him about the requirements and steps that we have taken: Maharashtra CM Thackeray"
"12:30 (IST), Mar 19","Our own people who went abroad to travel will be brought back, arrangements will be made for their quarantine and isolation: Thackeray"
"12:30 (IST), Mar 19",There is no need to fear: Uddhav Thackeray
"12:29 (IST), Mar 19","The non- essential travel is still happening in Maharashtra. Though the number of passengers has dropped, there are still many who are unnecessarily travelling: Uddhav Thackeray"
"12:28 (IST), Mar 19","We should help them by staying indoors and by avoiding crowding, says Uddhav"
"12:27 (IST), Mar 19","Just like soldiers fight the war, here the doctors,  nurses and other government agencies are soldiers: Maha CM"
"12:24 (IST), Mar 19",All essential items are adequate in the state: Uddhav Thackeray
"12:24 (IST), Mar 19",We are very well stocked to fight this war: Uddhav
"12:24 (IST), Mar 19","Uddhav Thackeray, while briefing Maharashtra over the coronavirus says this is a war-like situation"
"12:15 (IST), Mar 19","UGC asks Universities to postpone exams till March 31In the press note, the UGC stated, ""All ongoing University examinations may be rescheduled after March 31, 2020. Second, all evaluation work may be rescheduled after March 31, 2020."" Read more"
"11:57 (IST), Mar 19","China eyes end to coronavirus, plays down warnings of 'second wave'Chinese scientists and health experts involved in the country's fight against the coronavirus believe the worst is now over, downplaying warnings that the disease could become seasonal or that a deadlier ""second wave"" could hit later in the year. Medical advisers in China have expressed confidence that the country's strict containment measures have done enough to ensure that the outbreak can be brought under complete control, domestically at least, within weeks. Read more"
"11:27 (IST), Mar 19","Man tests positive for coronavirus in Karnataka's Kodagu, total cases rise to 15 in the state"
"11:22 (IST), Mar 19",Two more test positive for coronavirus in UP. One patient is from Lucknow while the other is from Lakhimpur Kheri
"10:57 (IST), Mar 19",No cancellation fee will be charged for 155 trains cancelled; passengers to get 100pc refund: Railways
"10:52 (IST), Mar 19","New Zealand PM Ardern says border closed for foreigners from midnight on Thursday, reports ReutersHowever, citizens and permanent residents can still return to New Zealand, says Ardern"
"10:38 (IST), Mar 19",Coronavirus scare: Iskcon Temple at Sector 33 in Noida closed for devotees till March 31
"10:37 (IST), Mar 19","ICSE board postpones class 10, 12 examinations due to coronavirus threat"
"10:34 (IST), Mar 19","Mexico registers first death from coronavirus, says health ministry, reports Reuters"
"10:30 (IST), Mar 19","To tackle protective gear shortage, AIIMS doctors use self-made hand sanitisers, plastic masks, reports ANIAmid the rising cases of coronavirus in the national capital, medical experts at the All India Institute of Medical Sciences (AIIMS) in New Delhi are using hand sanitizers and plastic face shields, which they have made themselves, as makeshift Personal Protective Equipment (PPE) while they look after COVID-19 patients."
"10:15 (IST), Mar 19","Chhattisgarh's first case of COVID-19 identifiedChhattisgarh's first case of novel Coronavirus has been identified. A 23-year-old woman who returned from the United Kingdom has been quarantined at the All India Institute of Medical Sciences (AIIMS) at Raipur.  

AIIMS sources confirmed that her family members, who also travelled with her, have been isolated and their blood smaples have been sent for testing. The test reports are expected to come by 11 AM."
"10:11 (IST), Mar 19","Two women test positive for coronavirus in Mumbai on Thursday, total cases in Maharashtra now 47"
"09:58 (IST), Mar 19","Railways cancel 84 more trains, taking the total number of cancelled trains to 155, say officialsTrains to remain cancelled from March 20-31 in view of coronavirus, officials said"
"09:57 (IST), Mar 19","'Friends' reunion special delayed amid coronavirus pandemicThe much-awaited ""Friends"" reunion special has been postponed in the wake of the coronavirus scare. Sources told The Hollywood Reporter that the unscripted episode, set at HBO Max, was set to be shot next week at the iconic Stage 24 of the Warner Bros Studio lot in Burbank, where the original NBC series was filmed.
The production will not go ahead at least until May due to rising health concerns amid the COVID-19 outbreak. A new date has not been set as yet as it is unclear when any programming would be able to resume work."
"09:42 (IST), Mar 19","TMC suspends media briefings at Parliament till March 31All India Trinamool Congress parliamentary party’s daily media briefings at the party office in the Parliament have been suspended from today, till March 31"
"09:35 (IST), Mar 19","Markets plunge again as global sell off continues, sensex tanks over 1,700 points; Nifty below 8,000"
"09:31 (IST), Mar 19",Tracking the coronavirus
"09:30 (IST), Mar 19","US-Canada border closed as Florida congressman diagnosed with coronavirusThe United States and Canada closed their shared border to ""non-essential traffic"" on Wednesday as US President Donald Trump moved to hasten medical equipment production and said hospital ships would be deployed in the battle against the coronavirus. Read more"
"09:16 (IST), Mar 19",The number includes 25 foreign nationals who have been tested positive for the novel coronavirus
"09:16 (IST), Mar 19","Total number of cases in India rise to 169, as per the latest data released by Ministry of Health and Family welfare"
"09:07 (IST), Mar 19","Coronavirus: Western Railway local trains see commuter count drop by 8 lakhThe number of commuters on suburban trains of the Western Railway (WR) reduced by over 8 lakh on Tuesday, the day Maharashtra chief minister Uddhav Thackeray appealed to people to avoid non-essential travel in view of the coronavirus outbreak in the state"
"08:53 (IST), Mar 19","Read: Indian Embassy asks US to address concerns of Indian studentsWith severe travel restrictions in both India and the US, and visa conditions that permit them to stay in the US only for physical classes, the anxiousness is gripping Indian students, who account for the second-largest number of international students only after China."
"08:40 (IST), Mar 19","Russia decides to postpone the annual Russia-India-China (RIC) trilateral foreign ministers' meeting because of developments related to the novel coronavirusThe meeting was scheduled for March-end in Sochi, Russia"
"08:35 (IST), Mar 19","Trump signs $100 billion coronavirus relief package, reports AFPUS President Donald Trump on Wednesday signed a $100-billion emergency aid package that ensures sick leave to Americans workers who fall ill from the new coronavirus, with more federal assistance in the pipeline. The bipartisan House-passed measure easily cleared the Senate by a vote of 90 to eight earlier Wednesday. Read more"
"08:27 (IST), Mar 19",Coronavirus in young people: Is it dangerous? Data shows it can beNew evidence from Europe and the US suggests that younger adults aren’t as impervious to the novel coronavirus that’s circulating worldwide as originally thought. Young people — from twenty-somethings to those in their early forties — are falling seriously ill. Read more
"08:13 (IST), Mar 19","China reports no new domestic coronavirus cases for first time, reports PTIChina on Thursday said no new domestic cases of the coronavirus were reported for the first time in the country, three months after the deadly virus broke out in Wuhan. China's National Health Commission (NHC) in its daily report on Thursday said no new domestically transmitted cases of the novel coronavirus disease (COVID-19) were reported on the Chinese mainland on Wednesday. It, however, said 34 new confirmed COVID-19 cases were reported but they were all from those arriving from abroad. Read more"
"08:09 (IST), Mar 19","A 23-year-old woman in Chandigarh has tested positive for COVID-19She has travel history to the United Kingdom, reports ANI"
"08:01 (IST), Mar 19","Pak confirms 2 deaths from COVID-19; positive cases over 300, reports ANIPakistan has reported its first two deaths from the novel coronavirus in the northwestern province of Khyber Pakhtunkhwa, provincial Health Minister Taimur Khan Jhagra confirmed. The fist fatality involves a 50-year-old man from Mardan who had recently returned from Saudi Arabia, while the other deceased was a 36-year-old man from Hangu who had been undergoing treatment at the Lady Reading Hospital at the provincial capital Peshawar."
"07:38 (IST), Mar 19","Two members of US Congress test positive for coronavirusTwo members of the US House of Representatives, Mario Diaz-Balart of Florida and Ben McAdams of Utah, said on Wednesday they had tested positive for the coronavirus, becoming the first members of Congress known to have contracted the respiratory illness.

Diaz-Balart, a Republican, said in a statement he had been self-quarantining in Washington since voting on Friday on the floor of the House of Representatives. He said he had not returned home to South Florida because his wife's pre-existing conditions put her at exceptionally high risk.

The 58-year-old congressman said he developed a fever and headache on Saturday evening and was notified ""a short while ago"" that he tested positive.

McAdams said in a statement from West Jordan, Utah, that he had developed ""mild cold-like"" symptoms on Saturday evening after returning from Washington and isolated himself at home on Sunday. He and Diaz-Balart participated in House voting on a coronavirus response bill that went until late on Friday."
"07:15 (IST), Mar 19","China's Wuhan reports no new infections for first time, imported cases surgeThe central Chinese city of Wuhan, the epicentre of the country's coronavirus outbreak, reported no new infections for the first time, while imported cases surged by a record, led by new infections in the capital of Beijing. The new imported infections also accounted for all of the new confirmed cases in mainland China, placing more pressure on authorities to screen travellers at key travel hubs. Mainland China had 34 new confirmed cases on Wednesday, the country's National Health Commission said, more than doubling from 13 cases a day earlier. Of the 34 imported infections, Beijing accounted for 21 cases, a daily record for the city. That brings the total number of confirmed cases in mainland China so far to 80,928, the health authority said in a statement on Thursday. The death toll from the outbreak in mainland China had reached 3,245 as of the end of Wednesday, up by eight from the previous day."
"07:15 (IST), Mar 19","Indian Embassy asks US to address concerns of Indian studentsThe Indian Embassy here has urged to the US government to mitigate the difficulties of the Indian students that they are facing in the wake of the closure of universities and educational institutions due to the fast spread of the deadly coronavirus. More than 2,00,000 Indian students are enrolled in various academic institutions, mostly in science, medical and technology streams. Over 300 top American universities and colleges have shut down the campuses, moved classes online, and asked students to leave the hostel accommodation. With severe travel restrictions in both India and the US, and visa conditions that permit them to stay in the US only for physical classes, the anxiousness is gripping Indian students, who account for the second largest number of international students only after China."
"06:52 (IST), Mar 19","Australia's biggest airline Qantas to halt all international flights and suspend 20,000 staff in response to coronavirus: AFP"
"06:51 (IST), Mar 19","China reports no new domestic Covid-19 cases for first time, but 34 imported: AFP"
"06:31 (IST), Mar 19","New Zealand govt raises travel advice to 'do not travel' over coronavirusNew Zealand on Thursday advised its citizens not to travel overseas due to the risks posed by the coronavirus. ""We are raising our travel advice to the highest level: do not travel,"" Foreign Minister Winston Peters said in a statement. ""This is the first time the New Zealand Government has advised New Zealanders against travelling anywhere overseas. That reflects the seriousness of the situation we are facing with Covid-19,"" he said. Earlier on Thursday, New Zealand confirmed eight new cases of coronavirus linked to overseas travel, taking the total number of infections in the country to 28."
"06:19 (IST), Mar 19","‘255 Indians in Iran tested +ve for Covid-19’It took meetings with foreign minister S Jaishankar and senior MEA officials as well as persuasion by prominent Shia leaders to get Indians stranded in Iran, who are negative for Covid-19, to return home even as there was official confirmation that 255 Indian pilgrims have tested positive for the disease. 
A batch of 66 Indian pilgrims and some students who were in Iran arrived by a Mahan Air flight on Wednesday."
"06:02 (IST), Mar 19",CISF to follow ‘minimum touch’ at airport security
"06:01 (IST), Mar 19","No grain shortage, says govt, warns profiteers"
"05:48 (IST), Mar 19","SC judge says coronavirus is ‘Mahamari of Kalyug’Terming coronavirus outbreak as a kind of ‘Mahamari’ (pandemic) which human civilisation had to face in each century, Supreme Court Judge Arun Mishra said that not only the government but people should fight this battle by taking precautionary measures to contain its spread. “See the frailty of human being. It is Kalyug that is why humans are fighting against virus and it is so difficult,” Justice Mishra said while expressing concern over the cornonavirus outbreak. He said senior advocates should not bring many junior advocates inside court room and only one junior lawyer should be allowed to prevent crowding of courtroom."
"05:42 (IST), Mar 19","Italy reported nearly 500 new deaths from the novel coronavirus, the highest one-day official toll of any nation, as Donald Trump ordered sweeping new action against the pandemic and declared himself a war president: AFP"
"05:41 (IST), Mar 19","French police imposed over 4,000 fines Wednesday for violating lockdown rules, says minister: AFP"
"05:41 (IST), Mar 19","UK COVID-19 deaths jump to 104, according to health authorities: AFP"
"05:41 (IST), Mar 19",Australian airline Qantas to cut all international flights: AFP
"05:40 (IST), Mar 19",New Zealand confirms eight new cases of coronavirus linked to overseas travel: Reuters
"05:28 (IST), Mar 19","Tibetans deny online Covid-19 rumoursTibetans deny online Covid-19 rumours: In view of doctored versions of Covid-19 treatment — claimed to have been suggested by Tibetan government and Tibetan spiritual leader Dalai Lama — circulating online, the Central Tibetan Administration on Wednesday rubbished rumours and issued clarifications. In a statement in Dharamshala, Tibetan department of culture and religion said a fake notice was circulating on social media in its name, saying China’s Wuhan was not the point of origin of Covid-19. tnn"
"05:21 (IST), Mar 19","On PM nudge, G-20 may hold virtual summit next weekPrompted by Prime Minister Narendra Modi, the G-20 could have its own virtual summit as early as next week. Saudi Crown Prince Mohammed bin Salman is planning to convene a video-conference of G-20 heads of state next week to discuss and evolve common strategies to combat coronavirus currently sweeping through the world. On Wednesday, media reports from Saudi Arabia quoted official sources to say, “The extraordinary virtual leaders’ summit next week will put forward a coordinated set of policies to protect people and safeguard the global economy”."
"04:59 (IST), Mar 19","Indore bans buses from MaharashtraThe Indore administration will ban buses from Maharashtra — especially Mumbai, Nagpur and Pune — from March 21 to keep coronavirus at bay. MP doesn’t have any Covid-19 patient yet. Indore DC Akash Tripathi ordered the transport depart- ment to restrict the movement of passenger buses between Indore and Maharashtra from March 21 to March 31."
"04:59 (IST), Mar 19","174 spitters fined 1.7L in one dayBMC penalised 174 people for spitting in public and collected Rs 1.74 lakh fine from them on Wednesday. They also allowed 68 to go after warning. BMC had instructed its staff to act against those spitting on road or pubic spaces. BMC had imposed Rs 1,000 fine on every offender. Meanwhile railways collected Rs 30,000 from commuters who spat on railway premises."
"04:54 (IST), Mar 19","Student puts IAS officer & doc at risk, draws Didi’s ireBengal’s additional chief secretary (home) Alapan Bandyopadhyay quarantined himself on Wednesday after it emerged that he had briefly met the lady bureaucrat whose 18-year-old London-returned son on Tuesday became the state’s first confirmed Covid-19 case. Bandyopadhyay’s wife, Calcutta University vice-chancellor Sonali Chakravarti Banerjee, also did not venture out of their home, while the doctor who had first examined the teenaged patient was placed under home quarantine."
"04:51 (IST), Mar 19","Assam, Bengal & Odisha men flee Kerala quarantineAn Assam native who had been quarantined in a Kerala hotel after he showed Covid-19 symptoms fled along with two others — one from Odisha and the other from West Bengal — on March 16 and is suspected to be travelling to the state by train."
"04:46 (IST), Mar 19","Covid-19: Hyderabad authorities start door-to-door screening of people who arrived from foreign countriesAuthorities in Hyderabad have started door-to-door screening of persons who travelled to other countries since February this year. Foreign nationals, who arrived in India during this period are also being screened. According to Greater Hyderabad Municipal Corporation (GHMC) officials, the civic body workers have started door-to-door screening. Their addresses are being traced with the help of their passports and the officials are approaching them and conducting thermal screening to ensure that COVID-19 doesn't spread in the state, the officials stated."
"04:16 (IST), Mar 19","Covid-19: Bill Gates says countries that shut down and do testing could bounce back in weeksUrging people to maintain calm and follow the safety guidelines, Microsoft founder and philanthropist Bill Gates has said countries that do a good job in testing of the deadly coronavirus and shut down could bounce back both economically as well as on the health front in weeks. ""If a country does a good job with testing and shut down, then within 6-10 weeks it should see very few cases and be able to open back up,"" Gates said on Wednesday in response to a question during his rare appearance at Reddit, a social media site which is popular among the younger generation. He said a combination of testing and social isolation clearly works."
"03:25 (IST), Mar 19",Emergency $100 billion coronavirus aid package clears US Congress: AFP
"03:24 (IST), Mar 19","New York Stock Exchange to shut trading floor, keep electronic trade: AFP"
"03:23 (IST), Mar 19","A Mexican engineer has developed a special isolation pod to transport those infected with the novel coronavirus or other highly infectious diseases, which would serve to reduce the risk faced by medical personnel and others in proximity to the sick: AFPVIDEO: A Mexican engineer has developed a special isolation pod to transport those infected with the novel coronavi… https://t.co/UAZg0uNToR— AFP news agency (@AFP) 1584566520000"
"03:18 (IST), Mar 19","Dr G Immanuel, Chairman of Council for the Indian School Certificate Examinations: ICSE exams will be held as per schedule: ANI"
"03:17 (IST), Mar 19","Total Covid-19 positive cases in the New York state are 2,382, including 1,008 new cases: New York Governor, Andrew Cuomo"
"03:16 (IST), Mar 19","Italy reports 475 new deaths, highest one-day toll of any nation. France reports 89 new deaths. Death toll in United Kingdom jumps to 104: AFP"
"03:15 (IST), Mar 19",Union health minister Dr Harsh Vardhan tonight visited Indira Gandhi International (IGI) Airport (T-3) to take stock of preparedness in view of Covid-19.
"03:13 (IST), Mar 19",I reviewed the arrangements we have made here to ensure everything is running smoothly. We are doing our utmost to ensure that we take care of what is required to manage the situation in a scientific and professional manner: Union health minister Dr Harsh Vardhan
"03:12 (IST), Mar 19",Emergency $100 billion Covid-19 aid package clears US Congress: AFP
