datetime,text
"20:18 (IST), Mar 29"," QuoteDeath toll due to Covid-19 rises to 27; positive cases increase to 1,024.Union health ministry "
"20:16 (IST), Mar 29","23 new coronavirus cases reported today, taking the total number of positive cases in Delhi to 72, reports ANI."
"20:08 (IST), Mar 29","Death toll from the novel Coronavirus rises to 2,640 in Iran, AFP reports."
"20:07 (IST), Mar 29",The Indian Army records two more Covid-19 cases as a territorial army jawan in Srinagar & a doctor (Colonel) at Command Hospital in Kolkata test positive.
"20:01 (IST), Mar 29","Read: PMO sets up high-level panels to deal with situation post lockdown; restore normalcyThe Prime Minister's Office (PMO) on Sunday constituted 10 different high-level committees to suggest measures to ramp up healthcare, put the economy back on track, reduce pain and misery of people as quickly as possible post 21-day lockdown imposed to contain the coronavirus pandemic."
"19:54 (IST), Mar 29",5 more people test positive in Gujarat. A total of 63 people have tested positive till now in the state: State health department
"19:52 (IST), Mar 29",Services of Indian Red Cross Society included under Establishment of National Disaster Management Authority: Home ministry
"19:40 (IST), Mar 29","4 new cases reported today at Jawaharlal Nehru Medical College & Hospital in Bhagalpur, taking positive cases in Bihar to 15."
"19:38 (IST), Mar 29","The death toll due to coronavirus in the United Kingdom rose to 1,228 as of today, reports Reuters."
"19:37 (IST), Mar 29","Union home secretary writes chief secretaries of all states & UTs to clarify on recent steps taken by Centre.Union Home Secretary, Ajay Bhalla has written to Chief Secretaries of all States & Union Territories (UTs) to clari… https://t.co/Xz2wQby2G9— ANI (@ANI) 1585490651000"
"21:36 (IST), Mar 29","Bihar: Migrants start reaching relief camps, CM steps up efforts to rescue stranded workersAround 8,000 to 10,000 migrant workers reached at different ‘disaster border relief camps’ in Gopalganj, Siwan, Saran, Kaimur and Buxar districts by end of the day. Majority of them reached through Beltharia check-post in Gopalganj and Karmanasa check-post in Kaimur, a home department official told TOI on Sunday."
"21:30 (IST), Mar 29","Read: Army doctor, junior commissioned officer test positive for coronavirusAn Army doctor in Kolkata and a junior commissioned officer (JCO) in Dehradun tested positive for Covid-19 on Sunday, increasing the cases of confirmed coronavirus cases in the over 13-lakh force to three now. Read "
"21:26 (IST), Mar 29","So far, 38 cases (34 active, 2 recovered and 2 deaths) have tested positive in J&K, said the administration"
"21:25 (IST), Mar 29","6,465 travellers & persons in contact with suspected Covid-19 cases have been put under surveillance: J&K administration"
"21:20 (IST), Mar 29","Read: Health Ministry issues guidelines for disinfecting public places, dos and dont's for elderlyIn its guidelines on environment cleaning, decontamination of public places in areas reporting COVID-19, the ministry said outdoor areas have less risk than indoor areas due to air currents and exposure to sunlight."
"21:13 (IST), Mar 29","Read: Princess Maria Teresa of Spain becomes first royal to die from Covid-19The 86-year-old was a cousin of Spain's King Felipe VI. Her brother Prince Sixto Enrique de Borbon, the Duke of Aranjuez, announced on Facebook that she died after contracting Covid-19. The post reads, ""On this afternoon... our sister Maria Teresa de Borbon Parma and Borbon Busset, a victim of the coronavirus Covid-19, died in Paris at the age of eighty-six."""
"21:12 (IST), Mar 29",Congress workers distributed food packets among the needy people near Lady Hardinge Medical College in Delhi.
"21:08 (IST), Mar 29",Read: Woman made country's first testing kit during last stage of pregnancyVirologist Minal Dakhave Bhosale led from the front to create India's first coronavirus testing kit even when she was in the last stage of her pregnancy. Bhosale's efforts paid the price with her team delivering the testing kit in a record time of six weeks.
"21:03 (IST), Mar 29","Read: Critical to set up defensive wall around key financial, strategic institutions, says Rahul GandhiCongress leader Rahul Gandhi on Sunday pledged his support to the Union government in tackling the colossal humanitarian crisis unfolding due to the coronavirus pandemic, but said, in a letter to PM Modi, that the government should consider taking a more “nuanced and targeted approach to understanding the complex realities of our people.”"
"20:58 (IST), Mar 29","There are 901 active cases in India, while 96 have been cured/discharged/migrated. 27 deaths have been reported so far: Health ministry"
"20:18 (IST), Mar 29"," QuoteDeath toll due to Covid-19 rises to 27; positive cases increase to 1,024.Union health ministry "
"20:16 (IST), Mar 29","23 new coronavirus cases reported today, taking the total number of positive cases in Delhi to 72, reports ANI."
"20:08 (IST), Mar 29","Death toll from the novel Coronavirus rises to 2,640 in Iran, AFP reports."
"20:07 (IST), Mar 29",The Indian Army records two more Covid-19 cases as a territorial army jawan in Srinagar & a doctor (Colonel) at Command Hospital in Kolkata test positive.
"20:01 (IST), Mar 29","Read: PMO sets up high-level panels to deal with situation post lockdown; restore normalcyThe Prime Minister's Office (PMO) on Sunday constituted 10 different high-level committees to suggest measures to ramp up healthcare, put the economy back on track, reduce pain and misery of people as quickly as possible post 21-day lockdown imposed to contain the coronavirus pandemic."
"19:54 (IST), Mar 29",5 more people test positive in Gujarat. A total of 63 people have tested positive till now in the state: State health department
"19:52 (IST), Mar 29",Services of Indian Red Cross Society included under Establishment of National Disaster Management Authority: Home ministry
"19:40 (IST), Mar 29","4 new cases reported today at Jawaharlal Nehru Medical College & Hospital in Bhagalpur, taking positive cases in Bihar to 15."
"19:38 (IST), Mar 29","The death toll due to coronavirus in the United Kingdom rose to 1,228 as of today, reports Reuters."
"19:37 (IST), Mar 29","Union home secretary writes chief secretaries of all states & UTs to clarify on recent steps taken by Centre.Union Home Secretary, Ajay Bhalla has written to Chief Secretaries of all States & Union Territories (UTs) to clari… https://t.co/Xz2wQby2G9— ANI (@ANI) 1585490651000"
"19:32 (IST), Mar 29",Newspaper delivery supply chain is allowed during lockdown: Home ministry
"19:29 (IST), Mar 29","Lockdown in Nepal extended till 7th April, reports ANI."
"19:22 (IST), Mar 29","BJP president JP Nadda instructs party's state units to help daily wagers and migrant labourers in their states during the lockdown, reports PTI."
"19:21 (IST), Mar 29", QuoteMaharashtra tally now 203 after seven more test positive.State health department 
"19:20 (IST), Mar 29","Transportation of all goods, without distinction of essential and non-essential, have been allowed during lockdown: Home ministry"
"19:16 (IST), Mar 29",Adani Foundation to contribute Rs 100 cr to PM-CARES Fund to combat Covid-19 outbreak.
"19:12 (IST), Mar 29","Centre directs chiefs of police and civil administrations of all states to make adequate arrangements for food and shelter for the poor and needy people, including migrant labourers, be made at the place of their work."
"18:35 (IST), Mar 29","Read: DGCA suspends breath analyser tests for pilots, other aviation personnel till further notice.Aviation personnel, including pilots and cabin crew, have been temporarily exempted from breath analyser (BA) tests in wake of the coronavirus pandemic. The Directorate General of Civil Aviation (DGCA) on Sunday said this test is temporarily suspended at all airports till further notice.
The regulatory move comes after a SpiceJet pilot tested positive for corona on Saturday."
"18:34 (IST), Mar 29",Tracking the spread of Covid-19
"18:28 (IST), Mar 29","Please don't let your workers go hungry, Delhi CM Arvind Kejriwal urges industrialists, businessmen and all well-to-do families."
"18:23 (IST), Mar 29"," QuoteWhen you are standing in a crowd, even if a single person among it is infected with coronavirus, you will also get infected. Think about your own life & your family.Delhi CM Arvind Kejriwal "
"18:19 (IST), Mar 29"," QuoteDelhi govt has emptied stadiums, schools to shelter migrant workers. Giving free food to 4 lakh people daily.Delhi CM Arvind Kejriwal "
"18:18 (IST), Mar 29","If we don't follow the lockdown restrictions, we will not be successful and the country will fail in the fight against this virus: Arvind Kejriwal"
"18:17 (IST), Mar 29"," QuoteWhen PM Modi announced the Corona lockdown he said, 'stay wherever you are'. I think it is the mantra of this lockdown.Delhi CM Arvind Kejriwal "
"18:06 (IST), Mar 29"," QuoteCoronavirus global death toll crosses 31,000.AFP tally "
"18:05 (IST), Mar 29","8 new cases reported from Tamil Nadu's Erode district, taking state toll to 50.All eight cases are contacts of Thai Nationals who are undergoing treatment at IRT Perundurai."
"17:54 (IST), Mar 29","20 more positive cases reported in Kerala. A total of 181 patients out of 202 are active cases: Kerala health ministry""Among the new cases,18 have foreign travel history and 2 have contact history with positive cases,"" the statement read."
"17:50 (IST), Mar 29","Read: Railway extends its medical services to all central govt employeesIndian Railways has extended services of all its hospitals and dispensaries to all central government employees and their families in view of the spread of coronavirus, a Railway Board order said. The services include those of all 128 hospitals and 586 dispensaries of the Indian Railways all over the country."
"17:42 (IST), Mar 29","Plea in SC seeking direction to govt, others to make basic facilities available to all citizens regardless of financial or regional status amid coronavirus lockdown, reports ANI.The plea states that all medical facilities, as well as food and shelter, should be made available to all citizens, irrespective of their financial or regional status as it's not only the poor but the entire nation, including the middle-class taxpayers who have been affected."
"17:32 (IST), Mar 29"," QuoteLandlords cannot ask for rent for lockdown period from workers living in rented accommodation, cannot ask them to vacate.Union home ministry "
"17:28 (IST), Mar 29",Punjab CM asks all industrial units & brick kilns to commence operations with migrants workers if they have adequate provisions to accommodate them safely within the premises: Punjab govt
"17:21 (IST), Mar 29",I appeal to all Rajya Sabha members to contribute one month’s salary to PM CARES Fund for strengthening govt’s efforts to contain Covid-19 spread: Vice President Venkaiah Naidu
"17:18 (IST), Mar 29",Orders issued today for all uniformed personnel to donate one day salary to the PM-CARES Fund to support efforts in combating Covid-19 outbreak: Indian Navy
"17:13 (IST), Mar 29", QuoteNIMHANS has launched toll-free helpline number to address mental health issues arising due to the coronavirus outbreak.Union health ministry 
"17:09 (IST), Mar 29","Read: Over 450 newly-recruited CAPF doctors asked to join immediately; retired officials alerted""Over 450 doctors who were recruited as medical officers for all the Central Armed Police Forces (CAPFs) recently have been called to join duty immediately...with no loss of time,"" ITBP DG told PTI. Modalities are being worked on to hire doctors on contractual service to man the chain of the forces' country-wide hospitals and quarantine centres that have a combined strength of more than 7,200 beds,"
"17:03 (IST), Mar 29","A high-level meeting of Union ministers on Covid-19, underway at the residence of defence minister Rajnath Singh.Home minister Amit Shah, I&amp;B minister Prakash Javadekar, Petroleum minister Dharmendra Pradhan among those present at the meeting."
"17:02 (IST), Mar 29","Read: Pilots seek temporary suspension on breath tests after SpiceJet co-pilot tests positivePilots have sought a temporary suspension of breath analyser (BA) tests till the coronavirus scare is on. Air India pilot on Sunday wrote to the Directorate General of Civil Aviation “machine/ apparatus for BA test remains the same, and that droplets/ aerosols of infected pilots may further infect the healthy."
"16:57 (IST), Mar 29","Read: Provide free ration to people, including those without Aadhaar, ration cards, UP Congress chief tells CMUP Congress president Ajay Kumar Lallu has appealed to CM Yogi Adityanath to provide free ration immediately to people in the state. ""In this difficult phase, it is my suggestion to provide free ration to people immediately. As per reports, ration will be provided from April 5, if this is the scenario then it would be too late,"" Lallu said in a letter to Adityanath."
"16:53 (IST), Mar 29","It is estimated that around Rs 500 crore will be provided by MoD to the fund from various wings, including Army, Navy, Air Force, Defence PSUs and others: Defence ministry"
"16:53 (IST), Mar 29","Defence minister Rajnath Singh has approved a proposal for the contribution of one day salary by employees of Ministry of Defence to the PM-CARES fund to fight Covid-19: MoD""The employees’ contribution is voluntary and those desirous of opting out will be exempted,"" the ministry' statement read."
"16:50 (IST), Mar 29","A 45-year-old man, who had tested for Covid-19 man, dies in Maharashtra's Buldhana district."
"16:47 (IST), Mar 29","West Bengal MPs Mahua Moitra, Nusrat Jahan, Sajda Ahmed contribute Rs 50 lakh each from their MPLAD funds for screening and treatment of Coronavirus cases."
"16:43 (IST), Mar 29", QuoteCovid-19 cases rise to 21 in Haryana; maximum cases (10) reported from Gurugram.State health department 
"16:42 (IST), Mar 29",Paramilitary forces personnel contribute their one day salary (Rs 116 crores) to PM-CARES fund. I express my gratitude to all: Amit Shah
"16:34 (IST), Mar 29", QuoteEmployers must be instructed to give workers full wages on due date without deduction for the closed down period.Union home ministry 
"16:33 (IST), Mar 29","High-risk cases, which include age/contact history as criteria and are serious cases, are being monitored. The figures will be shared soon: Health ministry on being asked about no of patients on ventilator"
"16:29 (IST), Mar 29"," QuoteBy and large effective implementation of lockdown; states, UTs asked to seal border; no human movement on highways.Union home ministry "
"16:28 (IST), Mar 29","Provision must be made for food and shelter for stranded labourers, sufficient funds given to states, UTs for it: Home ministry"
"16:26 (IST), Mar 29"," Quote10 groups formed to give guidance; focus areas include medical emergency management, isolation beds, quarantine facility.Union health ministry "
"16:24 (IST), Mar 29","We have asked for specific blocks, hospitals for Covid-19 patients; process to isolate them from other patients has started: Health ministry"
"16:23 (IST), Mar 29","Till today we have conducted 34,931 tests. Capacity utilization in the Indian Council of Medical Research (ICMR) network is around 30%: R Ganga Ketkar, ICMR"
"16:22 (IST), Mar 29","The AYUSH ministry has a network across the country, it can spread awareness through evidence-based research: Health ministry"
"16:21 (IST), Mar 29"," QuoteUnder Indian Railways, 1.25 lakh wagons transporting essential commodities, such as food grains, sugar, salt, coal, petroleum, etc, have been operated in last 5 days.Lav Aggarwal, joint secretary, Union health ministry (quoted by ANI) "
"16:19 (IST), Mar 29"," QuoteAsked for specific blocks, hospitals for Covid-19 patients; process to isolate them from other patients started.Union health ministry "
"16:19 (IST), Mar 29"," QuoteSix deaths, 106 positive Covid-19 cases reported in last 24 hours from six states. We are trying to identify hot spots.Union health ministry "
"16:18 (IST), Mar 29",Union health ministry briefs media on the Covid-19 outbreak in the country.
"16:18 (IST), Mar 29",113 labs within the ICMR network are functional and 47 private labs have been given approval for Covid-19 testing: Health ministry
"16:16 (IST), Mar 29","Services of all Railway hospitals, health units across the country have been made available for use by all central govt employees, reports PTI quoting official order."
"16:13 (IST), Mar 29","Deaths from new coronavirus in the United States surged past 2,000 Saturday, doubling in just three days, according to a tally by Johns Hopkins University."
"16:08 (IST), Mar 29","Read: Spain announces record 838 virus deaths in 24 hoursSpain confirmed another 838 deaths in 24 hours from coronavirus on Sunday, a new daily record bringing the total number of deaths to 6,528. The number of confirmed cases in Spain has now reached 78,797 - after an increase of 9.1 percent in one day - as the country battles the world's second most deadly outbreak."
"16:06 (IST), Mar 29","Punjab govt constitutes four committees to deal with key aspects of the state’s management efforts amid the coronavirus outbreak, reports ANI.The committees will focus on Health Sector Response & Procurement, Lockdown Implementation, Media & Communication as well as Agriculture & Food."
"16:04 (IST), Mar 29","Nepal extends the suspension of international flights till 15th April 2020, reports ANI."
"16:02 (IST), Mar 29","2 of the 5 Covid-19 patients in Patna now test negative: Rajendra Memorial Research Institute of Medical Science""Another test will be conducted after 24 hrs, they will be considered to have recovered from the virus if they test negative again,"" the hospital's statement said."
"15:45 (IST), Mar 29",Banks in Punjab to remain open on March 30-31 amid lockdown
"15:38 (IST), Mar 29","Read: Iran reports 123 more coronavirus deaths, toll at 2,640A health ministry spokesman told a news conference that 2,901 more cases had been confirmed in the past 24 hours, bringing total infections to 38,309."
"15:35 (IST), Mar 29",UP govt sends notice to administration & police on quarantining migrant workers returning to native places
"15:28 (IST), Mar 29","Centre asks states to seal state, district borders to stop exodus of migrants"
"15:22 (IST), Mar 29","Migrant workers hit Kottayam streets, demand food, return to native places"
"15:19 (IST), Mar 29",Spain registers a record 838 deaths from coronavirus in the last 24 hours
"15:18 (IST), Mar 29",Violators of lockdown to be sent to 14 days' quarantine: Govt
"15:09 (IST), Mar 29",Violators of lockdown to be sent to 14 days' quarantine: Govt
"15:07 (IST), Mar 29",'Sudden lockdown has created immense panic and confusion': Rahul Gandhi in letter to PM
"15:06 (IST), Mar 29","Maharashtra CM Uddhav Thackeray assures that his govt will take care of all migrant labourers, provide them basic necessities like food and water"
"15:04 (IST), Mar 29","Woman tests positive for Covid-19 in Bihar, total count in state 11District-wise break up: 5 in Patna, 3 in Munger, and 1 each in Nalanda, Siwan & Lakhisarai"
"14:59 (IST), Mar 29",Gorakhpur: Govt officials record temperature & stamp people who came from Delhi before allowing them to board buses for their destination in the district
"14:52 (IST), Mar 29","Four more cases in UP's Gautam Buddh Nagar, count rises to 31 in district"
"14:50 (IST), Mar 29","Rahul Gandhi writes to PM, says sudden lockdown has created immense panicShri @RahulGandhi writes to the PM regarding the COVID-19 pandemic & the issues it entails while extending support… https://t.co/K6BXK0h1qm— Congress (@INCIndia) 1585471704000"
"14:48 (IST), Mar 29",Covid-19: Over 150 tech proposals reach accelerator in 2 days
"14:43 (IST), Mar 29","In many villages in Purulia district,West Bengal, barricades have been put up to restrict entry of outsiders"
"14:34 (IST), Mar 29","In letter to PM, Rahul Gandhi highlights plight of poor, says may need steps other than total lockdown as India's conditions unique"
"14:29 (IST), Mar 29",Karnataka: Test of man who ended life fearing having contracted coronavirus returns negative
"14:28 (IST), Mar 29","Kerala: Migrant workers hit Kottayam streets, demand food, return to native place"
"14:26 (IST), Mar 29","Rahul Gandhi writes to PM, says sudden lockdown has created immense panic and confusion"
"14:21 (IST), Mar 29","A 21-year-old man has been tested positive for Covid-19 in Jhunjhunu, RajasthanHe returned from Philippines on March 18 and developed symptoms of the disease on March 26. With this, total number of cases rises to 56 in the state."
"14:19 (IST), Mar 29","Adequate arrangements for food, shelter for poor, needy, migrant workers be made available: Officials"
"14:19 (IST), Mar 29","Adequate arrangements for food, shelter for poor, needy, migrant workers be made available. DMs, SPs should made personally responsible for implementation of these directions: Officials"
"14:19 (IST), Mar 29",States directed to ensure there is no movement of people across cities or on highways during lockdown: Officials (PTI)
"14:15 (IST), Mar 29",Centre asks sates to effectively seal state and dist borders to stop movement of migrant workers during lockdown: Officials
"14:15 (IST), Mar 29","Off to the cafe: Sweden is outlier in coronavirus restrictionsSwedish authorities have advised the public to practice social distancing and to work from home, if possible, and urged those over age 70 to self-isolate as a precaution. Yet compared to the lockdowns imposed elsewhere in the world, the government's response to the virus allows a liberal amount of personal freedom. Read full story"
"13:47 (IST), Mar 29",13 lakh Railway employees to donate one day's salary equalling to Rs 151 cr to PM-CARES fund to fight Covid-19: Railways
"13:46 (IST), Mar 29","Houston hospital first in US to try coronavirus blood transfusion therapyA prominent US hospital in Houston has infused the blood of a patient, who has recovered from COVID-19, into a critically ill patient, becoming the first medical facility in the country to try the experimental therapy.The individual, who has been in good health for more than two weeks since being diagnosed with the deadly coronavirus, donated the blood plasma for what is known as the convalescent serum therapy at the Houston Methodist Hospital."
"13:35 (IST), Mar 29","Railways minister Piyush Goyal, MoS Suresh Angadi to donate one month's salary to PM-CARES fund to fight Covid-19: Railways"
"13:14 (IST), Mar 29",Uttarakhand: Udham Singh Nagar District Magistrate allows farmers to harvest crops and take their Combine Harvesters to the fields but only three people would be permitted to go with the machines and farmers would have to stay till work is complete and only then return home.
"13:13 (IST), Mar 29","Indian Air Force is engaged in supporting availability of critical medical supplies to tackle spread Covid-19. All transport aircraft including C-17, C-130 Super Hercules, AN-32 and Dornier being used to supply medical equipment as per requirements of ICMR and other agencies: IAF"
"13:08 (IST), Mar 29","5 more people test positive in Kashmir- 2 from Srinagar, 2 from Budgam and 1 from Baramulla: Rohit Kansal, Principal Secretary (Planning), J&K Govt"
"13:08 (IST), Mar 29","Madhya Pradesh: A Police Sub-Inspector writes 'I have violated lockdown, stay away from me' on forehead of a labourer in Gorihar area of Chhatarpur. SP Kumar Saurabh says, ""This is unacceptable. Action is being taken against the police woman as per the law""."
"12:53 (IST), Mar 29",Covid-19 toll touches seven in Maharashtra with the death of a 40-year-old at a BMC hospital.
"12:26 (IST), Mar 29","India shifts staff in Herat, Jalalabad to Kabul in view of Covid-19 cases in Afghanistan"
"12:16 (IST), Mar 29",Nashik: District administration in Ahmednagar releases first positive person after his test turned out to be negative following the treatment given in isolation ward in Ahmednagar. The patients now have to remain in home quarantine for next 14 days.
"12:14 (IST), Mar 29",Eight new suspected Covid-19 cases admitted into different hospitals in Surat on Sunday
"12:08 (IST), Mar 29","Kerala: Women leader of IUML and relatives booked for violation of government directions. She conducted the wedding of her daughter participating more than 50 persons. The police also booked her son Subin Rasheed, who was under home quarantine, for participating in the wedding."
"12:05 (IST), Mar 29",A 54-year-old man with diabetes and a chronic illness brought in an already critical condition to the Covid-19 isolation ward died at Kanyakumari GH on Sunday.
"12:01 (IST), Mar 29","CBSE has decided to contribute Rs 21,00,000 from all employees who have voluntarily come forward to donate their salaries. Accordingly, Group 'A' employees have donated two-day salary and Group 'B' and 'C' employees one day salary to PMCARES fund: Anurag Tripathi, CBSE"
"11:59 (IST), Mar 29","PK Mishra, Principal Secretary to the Prime Minister forms 10 groups for tackling various emergencies. Review meeting chaired by Mishra begins in Prime Minister's Office: ANI"
"11:43 (IST), Mar 29",Greater Chennai corporation has started micro grid intensive door to door verification around households where  Covid-19 positive were identified. There are 15 cases in GCC limits.
"11:43 (IST), Mar 29",CISF jawans deployed outside Vishal Mega Mart in Panaji on Sunday.
"11:38 (IST), Mar 29",Three new COVID-19 cases in Gujarat; state tally goes up to 58: Official
"11:37 (IST), Mar 29","We have to win this battle, we will definitely win this battle against coronavirus, says PM"
"11:37 (IST), Mar 29",Pilot tests positive for Covid-19. Had not flown any international flights in March: SpiceJet
"11:36 (IST), Mar 29","The fight against coronavirus is unprecedented, therefore we had to take unprecedented decisions: PM Modi"
"11:35 (IST), Mar 29","PM urges people to take up old hobbies such as gardening, music during lockdown to deal with isolation"
"11:32 (IST), Mar 29","Social distancing doesn't mean stopping of social interaction, says PM, urges Indians to reconnect with friends"
"11:30 (IST), Mar 29","We have to maintain social distance, not emotional and human distance, says PM and urges people not to victimise those in quarantine"
"11:30 (IST), Mar 29","PM also praises bank employees, grocers, e-commerce delivery personnel, IT people who are making India work during lockdown"
"11:30 (IST), Mar 29","PM Modi says ""daily life heros"" such as sanitation and utility workers are ensuring that our daily lives are continuing smoothly"
"11:27 (IST), Mar 29",PM Modi: Doctors' sacrifices remind him of ancient Hindu sage who said one who serves patients without financial motive is real doctor
"11:23 (IST), Mar 29",Dr Borse from Pune tells PM that all patients in his hospital are recovering well
"11:19 (IST), Mar 29","Dr Nitish Gupta tells PM many hospitalised people are scared after seeing news of massive deaths in other countries, need counselling"
"11:16 (IST), Mar 29","PM tells Kapoor to spread awareness about anti-coronavirus measures in Agra, use social media for the purpose"
"11:14 (IST), Mar 29","Kapoor, a shoes manufacturer, tells PM his two sons, family member caught the virus in Italy and infected others upon returning."
"11:12 (IST), Mar 29",PM also talks to Agra's Ashok Kapoor who along with entire family including young son was infected by coronavirus
"11:10 (IST), Mar 29",Coronavirus survivor Teja says that even after getting discharged from hospital he follows hygiene including washing hands.
"11:09 (IST), Mar 29","Teja tells PM, nation he was initially frightened but felt reassured because of doctors and hospital staff"
"11:08 (IST), Mar 29","PM Modi invites coronavirus victim Ramagampa Teja to share his experience on Mann ki Baat, has one-on-one chat with him"
"11:07 (IST), Mar 29","We should take inspiration from all front-line soldiers in the fight against coronavirus, especially nurses, doctors, paramedics: PM Modi"
"11:07 (IST), Mar 29","People not following quarantine measures world over are now repenting, says PM, urges people to be mindful"
"11:07 (IST), Mar 29","PM Modi urges Indians to show courage and resolve, follow ""Lakshman Rekha"" for several days more"
"11:07 (IST), Mar 29","Coronavirus is bent on killing people therefore entire humanity must unite and resolve to eliminate it, says PM Modi"
"11:07 (IST), Mar 29","Disease must be dealt with at the very beginning and all of India is doing that, says PM Modi"
"11:07 (IST), Mar 29","The fight against coronavirus is a life and death battle, and tough decisions were necessary, says PM Modi"
"11:06 (IST), Mar 29",The battle against Covid-19 is a tough one and it did require such harsh decisions. It is important to keep the people of India safe: PM Narendra Modi
"11:05 (IST), Mar 29","I apologize for taking these harsh steps which have caused difficulties in your lives, especially the poor people. I know some of you would be angry with me also. But these tough measures were needed to win this battle: PM Narendra Modi"
"11:05 (IST), Mar 29",PM Modi talks about aspects relating to Covid-19 in his Mann Ki Baat address.
"11:04 (IST), Mar 29",PM Modi begins Mann ki Baat address
"11:00 (IST), Mar 29",Indian students stranded in United Kingdom due to coronavirus travel ban urge PM Modi for rescue flight
"10:40 (IST), Mar 29",Mobile fruit and vegetable vans in the city on Sunday morning. This initiative has been taken by district administration to enable people to stay at home.
"10:40 (IST), Mar 29","7 Indira canteens functioning here will distribute food packets to elder care homes, orphanages, juvenile houses and shelter homes. I request people to stay at their homes as corporation will help all: Kalaburagi City Corporation Commissioner Rahul Pandve"
"10:39 (IST), Mar 29","Migrant workers coming back from neighbouring states to Bihar will be kept in quarantine in relief centres at state borders, where they will be provided food and other essential amenities. They will be kept here for 14 days: Bihar Minister Sanjay Kumar Jha"
"10:39 (IST), Mar 29","Maharashtra: 7 more Covid-19 cases reported in the state (4 from Mumbai, 1 from Pune and 1 each from Sangli and Nagpur). Total number of cases in the state rises to 193."
"10:38 (IST), Mar 29","National Pharmaceutical Pricing Authority (NPPA) writes to States for ensuring the availability and distribution of masks, gloves, and sanitizers. NPPA chairman Shubhra Singh has written to Health Secretaries & Chief Secretaries of all States."
"10:38 (IST), Mar 29",Andhra Pradesh government has decided to run mobile Rytu Bazaars (government run vegetable markets where farmers directly sell vegetables) in order to reduce crowds at vegetable markets. Visuals from the Srikakulam district today.
"10:37 (IST), Mar 29",Rajasthan: A 53-year-old woman has also tested positive for Covid-19 in Bhilwara. 25 people have tested positive till now in the city and 55 in the state.
"10:37 (IST), Mar 29",There are currently 53 Covid-19 cases in the state. We are making camps for migrant workers with arrangements of food and water. We have setup a control room for it. I request people to not violate the lockdown: Telangana Health Minister Etela Rajender
"10:36 (IST), Mar 29","Odisha: BJD MP Achyuta Samanta through KISS Foundation is distributing food to needy along with dry fruits for children in Bhubaneswar. He is also feeding around 1500 monkeys, 2000 stray dogs and birds."
"10:36 (IST), Mar 29",Death toll due to Covid-19 climbs to 25 in India; total cases 979: Health Ministry
"10:35 (IST), Mar 29",140 people rescued from a truck by Vashi police last night. They have been kept at Cidco exhibition centre. Food and water is being provided from collector office in Navi Mumbai.
"10:28 (IST), Mar 29",Seven more Covid-19 cases in Maharashtra; state tally goes up to 193: Officials
"10:23 (IST), Mar 29","5 Covid-19 patients from Pune have tested negative in repeat samples and will be discharged today: Shravan Hardikar, Municipal Commissioner, Pimpri-Chinchwad Municipal Corporation. 36 positive cases have been reported from Pune till now of which 10 have already been discharged.ANI"
